id;title;year;references;abstract
1996313783;Fairness-related challenges in mobile opportunistic networking;2013.0;[];"The fundamental challenge in opportunistic networking, regardless of the application, is when and how to forward a message. Rank-based forwarding techniques currently represent one of the most promising methods for addressing this message forwarding challenge. While these techniques have demonstrated great efficiency in performance, they do not address the rising concern of fairness amongst various nodes in the network. Higher ranked nodes typically carry the largest burden in delivering messages, which creates a high potential of dissatisfaction amongst them. In this paper, we adopt a real-trace driven approach to study and analyze the trade-offs between efficiency, cost, and fairness of rank-based forwarding techniques in mobile opportunistic networks. Our work comprises three major contributions. First, we quantitatively analyze the trade-off between fair and efficient environments. Second, we demonstrate how fairness coupled with efficiency can be achieved based on real mobility traces. Third, we propose FOG, a real-time distributed framework to ensure efficiency-fairness trade-off using local information. Our framework, FOG, enables state-of-the-art rank-based opportunistic forwarding algorithms to ensure a better fairness-efficiency trade-off while maintaining a low overhead. Within FOG, we implement two real-time distributed fairness algorithms; Proximity Fairness Algorithm (PFA), and Message Context Fairness Algorithm (MCFA). Our data-driven experiments and analysis show that mobile opportunistic communication between users may fail with the absence of fairness in participating high-ranked nodes, and an absolute fair treatment of all users yields inefficient communication performance. Finally our analysis shows that FOG-based algorithms ensure relative equality in the distribution of resource usage among neighbor nodes while keeping the success rate and cost performance near optimal."
1996536857;Scalable decision support for digital preservation;2014.0;[];Purpose – Preservation environments such as repositories need scalable and context-aware preservation planning and monitoring capabilities to ensure continued accessibility of content over time. This article identifies a number of gaps in the systems and mechanisms currently available and presents a new, innovative architecture for scalable decision-making and control in such environments. Design/methodology/approach – The paper illustrates the state of the art in preservation planning and monitoring, highlights the key challenges faced by repositories to provide scalable decision-making and monitoring facilities, and presents the contributions of the SCAPE Planning and Watch suite to provide such capabilities. Findings – The presented architecture makes preservation planning and monitoring context-aware through a semantic representation of key organizational factors, and integrates this with a business intelligence system that collects and reasons upon preservation-relevant information. Research limitati...
1996869553;Alternating Minimal Energy Methods for Linear Systems in Higher Dimensions;2014.0;[];We propose algorithms for the solution of high-dimensional symmetrical positive definite (SPD) linear systems with the matrix and the right-hand side given and the solution sought in a low-rank format. Similarly to density matrix renormalization group (DMRG) algorithms, our methods optimize the components of the tensor product format subsequently. To improve the convergence, we expand the search space by an inexact gradient direction. We prove the geometrical convergence and estimate the convergence rate of the proposed methods utilizing the analysis of the steepest descent algorithm. The complexity of the presented algorithms is linear in the mode size and dimension, and the demonstrated convergence is comparable to or even better than the one of the DMRG algorithm. In the numerical experiment we show that the proposed methods are also efficient for non-SPD systems, for example, those arising from the chemical master equation describing the gene regulatory model at the mesoscopic scale.
1996937753;Fuzzy entropy on intuitionistic fuzzy sets;2006.0;[];In this article we exploit the concept of probability for defining the fuzzy entropy of intuitionistic fuzzy sets (IFSs). We then propose two families of entropy measures for IFSs and also construct the axiom definition and properties. Two definitions of entropy for IFSs proposed by Burillo and Bustince in 1996 and Szmidt and Kacprzyk in 2001 are used. The first one allows us to measure the degree of intuitionism of an IFS, whereas the second one is a nonprobabilistic-type entropy measure with a geometric interpretation of IFSs used in comparison with our proposed entropy of IFSs in the numerical comparisons. The results show that the proposed entropy measures seem to be more reliable for presenting the degree of fuzziness of an IFS. © 2006 Wiley Periodicals, Inc. Int J Int Syst 21: 443–451, 2006.
1997017001;Data Pre-Forwarding for Opportunistic Data Collection in Wireless Sensor Networks;2014.0;[];Opportunistic data collection in wireless sensor networks uses passing smartphones to collect data from sensor nodes, thus avoiding the cost of multiple static sink nodes. Based on the observed mobility patterns of smartphone users, sensor data should be preforwarded to the nodes that are visited more frequently with the aim of improving network throughput. In this article, we construct a formal network model and an associated theoretical optimization problem to maximize the throughput subject to energy constraints of sensor nodes. Since a centralized controller is not available in opportunistic data collection, data pre-forwarding (DPF) must operate as a distributed mechanism in which each node decides when and where to forward data based on local information. Hence, we develop a simple distributed DPF mechanism with two heuristic algorithms, implement this proposal in Contiki-OS, and evaluate it thoroughly. We demonstrate empirically, in simulations, that our approach is close to the optimal solution obtained by a centralized algorithm. We also demonstrate that this approach performs well in scenarios based on real mobility traces of smartphone users. Finally, we evaluate our proposal on a small laboratory testbed, demonstrating that the distributed DPF mechanism with heuristic algorithms performs as predicted by simulations, and thus that it is a viable technique for opportunistic data collection through smartphones.
1997543377;Model learning for robot control: a survey.;2011.0;[];Models are among the most essential tools in robotics, such as kinematics and dynamics models of the robot’s own body and controllable external objects. It is widely believed that intelligent mammals also rely on internal models in order to generate their actions. However, while classical robotics relies on manually generated models that are based on human insights into physics, future autonomous, cognitive robots need to be able to automatically generate models that are based on information which is extracted from the data streams accessible to the robot. In this paper, we survey the progress in model learning with a strong focus on robot control on a kinematic as well as dynamical level. Here, a model describes essential information about the behavior of the environment and the influence of an agent on this environment. In the context of model-based learning control, we view the model from three different perspectives. First, we need to study the different possible model learning architectures for robotics. Second, we discuss what kind of problems these architecture and the domain of robotics imply for the applicable learning methods. From this discussion, we deduce future directions of real-time learning algorithms. Third, we show where these scenarios have been used successfully in several case studies.
1997800186;Object localization based on sparse representation for remote sensing imagery;2014.0;[];In this paper, we propose a new object localization method named sparse representation based object localization (SROL), which is based on the generalized Hough-transform-based approach using sparse representations for parts detection. The proposed method was applied to car and ship detection in remote sensing images and its performance was compared to those of state-of-the-art methods. Experimental results showed that the SROL algorithm can accurately localize categorical objects or a specific object using a small size of training data.
1998258511;Multilevel Toeplitz Matrices Generated by Tensor-Structured Vectors and Convolution with Logarithmic Complexity;2013.0;[];We study the tensor structure of two operations: the transformation of a given multidimensional vector into a multilevel Toeplitz matrix and the convolution of two given multidimensional vectors. We show that the low-rank tensor structure of the input is preserved in the output and propose efficient algorithms for these operations in the newly introduced quantized tensor train (QTT) format. Consider a $d$-dimensional $2n \times\cdots\times 2n$-vector $\boldsymbol{x}$. If it is represented elementwise, the number of parameters is $(2n)^{d}$. However, if we assume that $\boldsymbol{x}$ is given in a QTT representation with ranks bounded by $p$, the number of parameters is reduced to $\mathcal{O}\left(dp^{2} \log n\right)$. Under this assumption we show how the multilevel Toeplitz matrix generated by $\boldsymbol{x}$ can be obtained in the QTT format with ranks bounded by $2p$ in $\mathcal{O}\left(dp^{2} \log n\right)$ operations. We also describe how the convolution $\boldsymbol{x}\star\boldsymbol{y}$ of $\...
1999284878;Teaching-learning-based optimization: A novel method for constrained mechanical design optimization problems;2011.0;[];A new efficient optimization method, called u0027Teaching-Learning-Based Optimization (TLBO)u0027, is proposed in this paper for the optimization of mechanical design problems. This method works on the effect of influence of a teacher on learners. Like other nature-inspired algorithms, TLBO is also a population-based method and uses a population of solutions to proceed to the global solution. The population is considered as a group of learners or a class of learners. The process of TLBO is divided into two parts: the first part consists of the u0027Teacher Phaseu0027 and the second part consists of the u0027Learner Phaseu0027. u0027Teacher Phaseu0027 means learning from the teacher and u0027Learner Phaseu0027 means learning by the interaction between learners. The basic philosophy of the TLBO method is explained in detail. To check the effectiveness of the method it is tested on five different constrained benchmark test functions with different characteristics, four different benchmark mechanical design problems and six mechanical design optimization problems which have real world applications. The effectiveness of the TLBO method is compared with the other population-based optimization algorithms based on the best solution, average solution, convergence rate and computational effort. Results show that TLBO is more effective and efficient than the other optimization methods for the mechanical design optimization problems considered. This novel optimization method can be easily extended to other engineering design optimization problems.
1999531283;Personalized video recommendation based on cross-platform user modeling;2013.0;[];Online propagation of videos has surged up to an unparalleled level. Most personalized video recommendation methods are based on single-platform user modeling, which suffer from data sparsity and cold-start issues. In this paper, we introduce cross-platform user modeling as a solution by smartly aggregating user information from different platforms. Unlike traditional recommendation methods where sufficient user information is assumed available in the target platform, this proposed method works well when there is little knowledge about usersu0027 interests in the target platform. While considering the difference of user behaviors in different platforms, on one hand, we enrich user profile in the target platform with related information in the auxiliary platform. On the other hand, we transfer the collaborative relationship defined in behaviors from the auxiliary platform to the target platform. Carefully designed experiments have demonstrated the effectiveness of the proposed method.
1999798506;Guidelines for conducting systematic mapping studies in software engineering: An update;2015.0;[];"   Context  Systematic mapping studies are used to structure a research area, while systematic reviews are focused on gathering and synthesizing evidence. The most recent guidelines for systematic mapping are from 2008. Since that time, many suggestions have been made of how to improve systematic literature reviews (SLRs). There is a need to evaluate how researchers conduct the process of systematic mapping and identify how the guidelines should be updated based on the lessons learned from the existing systematic maps and SLR guidelines.    Objective  To identify how the systematic mapping process is conducted (including search, study selection, analysis and presentation of data, etc.); to identify improvement potentials in conducting the systematic mapping process and updating the guidelines accordingly.    Method  We conducted a systematic mapping study of systematic maps, considering some practices of systematic review guidelines as well (in particular in relation to defining the search and to conduct a quality assessment).    Results  In a large number of studies multiple guidelines are used and combined, which leads to different ways in conducting mapping studies. The reason for combining guidelines was that they differed in the recommendations given.    Conclusion  The most frequently followed guidelines are not sufficient alone. Hence, there was a need to provide an update of how to conduct systematic mapping studies. New guidelines have been proposed consolidating existing findings."
2000722362;Optimal production planning under time-sensitive electricity prices for continuous power-intensive processes;2012.0;[];   Power-intensive processes can lower operating expenses when adjusting production planning according to time-dependent electricity pricing schemes. In this paper, we describe a discrete-time, deterministic MILP model that allows optimal production planning for continuous power-intensive processes. We emphasize the systematic modeling of operational transitions, that result from switching the operating modes of the plant equipment, with logic constraints. We prove properties on the tightness of several logic constraints. For the time horizon of 1 week and hourly changing electricity prices, we solve an industrial case study on air separation plants, where transitional modes help us capture ramping behavior. We also solve problem instances on cement plants where we show that the appropriate choice of operating modes allows us to obtain practical schedules, while limiting the number of changeovers. Despite the large size of the MILPs, the required solution times are small due to the explicit modeling of transitions.
2000763566;A note on fuzzy information measures;1997.0;[];   A new entropy of a fuzzy set is defined based on the membership functions of the intersection and union of the set and its complement set. The concept of fuzzy cross-entropy is also introduced and its definition is given by analogy with the cross-entropy of probability distributions. Their possible applications are highlighted.
2000900288;Distribution Grid Impacts of Smart Electric Vehicle Charging From Different Perspectives;2015.0;[];As a consequence of the developments in electric transportation and the evolution toward smart grids, large-scale deployment of smart charging strategies for electric vehicles (EVs) becomes feasible. This leads to opportunities for different market parties to use the flexibility of EVs for various objectives that may be conflicting and result in a nonoptimal shifting of peak demands for the distribution grids. In this paper, we assess the financial impact of various EV charging strategies on distribution grids. We compare a strategy that minimizes network peak loads (from a network operators perspective) with a strategy to minimize charging costs (from the perspective of a commercial party). In a scenario with a high wind penetration in the system, the electricity prices are, for a significant part, determined by the instantaneous wind production. Therefore, we additionally study the effect of wind energy on electricity prices and, consequently, on the resulting EV load and network impacts. We obtain the network costs by calculating the impacts expressed in the net present value (NPV) of the investments costs and energy losses. We found that, in the case where EVs are basing their charge schedules on electricity prices, the increase in NPV compared with a no EV scenario was found to be 25% higher than in the case where the extra peak load due to EVs was minimized. The large difference in network impacts between the price based and network based charging strategies was only observed in the case with a high wind penetration. The results strongly suggest that the situation where EVs are controlled with a strategy to minimize charging costs that does not take the distribution grids into account may not lead to an optimal situation when the entire electricity delivery system is regarded.
2001452963;Linguistic group decision making with induced aggregation operators and probabilistic information;2014.0;[];A new approach for linguistic multi-criteria group decision making.The induced linguistic probabilistic OWA operator.A generalization with moving averages and Bonferroni means.An application in the management of import strategies. A new approach for linguistic group decision making by using probabilistic information and induced aggregation operators is presented. It is based on the induced linguistic probabilistic ordered weighted average (ILPOWA). It is an aggregation operator that uses probabilities and OWA operators in the same formulation considering the degree of importance that each concept has in the formulation. It uses complex attitudinal characters that can be assessed by using order inducing variables. Furthermore, it deals with an uncertain environment where the information cannot be studied in a numerical scale but it is possible to use linguistic variables. Several extensions to this approach are presented by using moving averages and Bonferroni means. The applicability of this approach is also studied with a focus on multi-criteria group decision making by using multi-person aggregation operators in order to deal with the opinion of several experts in the analysis. An illustrative example regarding importation strategies in the administration of a country is developed.
2001482101;Cellular Traffic Offloading through WiFi Networks;2011.0;[];Cellular networks are currently facing the challenges of mobile data explosion. High-end mobile phones and laptops double their mobile data traffic every year and this trend is expected to continue given the rapid development of mobile social applications. It is imperative that novel architectures be developed to handle such voluminous mobile data. In this paper, we propose and evaluate an integrated architecture exploiting the opportunistic networking paradigm to migrate data traffic from cellular networks to metropolitan WiFi access points (APs). To quantify the benefits of deploying such an architecture, we consider the case of bulk file transfer and video streaming over 3G networks and simulate data delivery using real mobility data set of 500 taxis in an urban area. We are the first to quantitatively evaluate the gains of citywide WiFi offloading using large scale real traces. Our results give the numbers of APs needed for different requirements of quality of service for data delivery in large metropolitan area. We show that even with a sparse WiFi network the delivery performance can be significantly improved. This effort serves as an important feasibility study and provides guidelines for operators to evaluate the possibility and cost of this solution. Keywords-Cellular traffic offloading, delay tolerant, WiFi access points, trace-driven simulation.
2001565273;Heterogeneous Redundancy Allocation for Series-Parallel Multi-State Systems Using Hybrid Particle Swarm Optimization and Local Search;2012.0;[];A hybrid algorithm of particle swarm optimization (PSO) and local search (LS) is proposed to solve the redundancy allocation problem for series-parallel multi-state systems. The proposed hybrid algorithm is able to design the system structure with a minimum cost to provide a desired level of availability. Unlike most of the previous studies that only consider homogeneous redundancy, the proposed algorithm allows for the heterogeneous redundancy technique. The universal generating function method is applied to evaluate system availability. The standard PSO is modified and novel LS strategies are integrated to adapt to the redundancy allocation problem. Case studies that facilitate comparisons between the proposed hybrid algorithm and other non-hybrid heuristics as well as meta-heuristics reported in the literature (such as genetic algorithms, tabu search, and ant colony optimization) are provided. The results illustrate the advantages of the proposed hybrid algorithm in terms of the solution quality or algorithm efficiency.
2001766673;Minimum vertex degree conditions for loose Hamilton cycles in 3-uniform hypergraphs;2013.0;[];"We investigate minimum vertex degree conditions for 3-uniform hypergraphs which ensure the existence of loose Hamilton cycles. A loose Hamilton cycle is a spanning cycle in which only consecutive edges intersect and these intersections consist of precisely one vertex. We prove that every 3-uniform n-vertex (n even) hypergraph H with minimum vertex degree @d""1(H)u003e=(716+o(1))(n2) contains a loose Hamilton cycle. This bound is asymptotically best possible."
2002162495;"Preference disaggregation and statistical learning for multicriteria decision support: A review ;)";2011.0;[];Disaggregation methods have become popular in multicriteria decision aiding (MCDA) for eliciting preferential information and constructing decision models from decision examples. From a statistical point of view, data mining and machine learning are also involved with similar problems, mainly with regard to identifying patterns and extracting knowledge from data. Recent research has also focused on the introduction of specific domain knowledge in machine learning algorithms. Thus, the connections between disaggregation methods in MCDA and traditional machine learning tools are becoming stronger. In this paper the relationships between the two fields are explored. The differences and similarities between the two approaches are identified, and a review is given regarding the integration of the two fields.
2002370809;Block-Row Sparse Multiview Multilabel Learning for Image Classification;2016.0;[];In image analysis, the images are often represented by multiple visual features (also known as multiview features), that aim to better interpret them for achieving remarkable performance of the learning. Since the processes of feature extraction on each view are separated, the multiple visual features of images may include overlap, noise, and redundancy. Thus, learning with all the derived views of the data could decrease the effectiveness. To address this, this paper simultaneously conducts a hierarchical feature selection and a multiview multilabel (MVML) learning for multiview image classification, via embedding a proposed a new block-row regularizer into the MVML framework. The block-row regularizer concatenating a Frobenius norm (   ${F}$   -norm) regularizer and an    $\boldsymbol {\ell }_{\textbf {2,1}}$   -norm regularizer is designed to conduct a hierarchical feature selection, in which the    ${F}$   -norm regularizer is used to conduct a high-level feature selection for selecting the informative views (i.e., discarding the uninformative views) and the    $\boldsymbol {\ell }_{\textbf {2,1}}$   -norm regularizer is then used to conduct a low-level feature selection on the informative views. The rationale of the use of a block-row regularizer is to avoid the issue of the over-fitting (via the block-row regularizer), to remove redundant views and to preserve the natural group structures of data (via the    ${F}$   -norm regularizer), and to remove noisy features (the    $\boldsymbol {\ell }_{\textbf {2,1}}$   -norm regularizer), respectively. We further devise a computationally efficient algorithm to optimize the derived objective function and also theoretically prove the convergence of the proposed optimization method. Finally, the results on real image datasets show that the proposed method outperforms two baseline algorithms and three state-of-the-art algorithms in terms of classification performance.
2002769487;The spectral analysis for a singular fractional differential equation with a signed measure;2015.0;[];In this paper, by using the spectral analysis of the relevant linear operator and Gelfandu0027s formula, we obtain some properties of the first eigenvalue of a fractional differential equation. Based on these properties, the fixed point index of the nonlinear operator is calculated explicitly and some sufficient conditions for the existence of positive solutions are established.
2002772301;Research on warehouse operation: A comprehensive review;2007.0;[];An extensive review on warehouse operation planning problems is presented. The problems are classified according to the basic warehouse functions, i.e., receiving, storage, order picking, and shipping. The literature in each category is summarized with an emphasis on the characteristics of various decision support models and solution algorithms. The purpose is to provide a bridge between academic researchers and warehouse practitioners, explaining what planning models and methods are currently available for warehouse operations, and what are the future research opportunities.
2002827932;Two algorithms for constructing a Delaunay triangulation;1980.0;[];This paper provides a unified discussion of the Delaunay triangulation. Its geometric properties are reviewed and several applications are discussed. Two algorithms are presented for constructing the triangulation over a planar set ofN points. The first algorithm uses a divide-and-conquer approach. It runs inO(N logN) time, which is asymptotically optimal. The second algorithm is iterative and requiresO(N2) time in the worst case. However, its average case performance is comparable to that of the first algorithm.
2003087683;Obtaining interpretable fuzzy classification rules from medical data;1999.0;[];For many application problems classifiers can be used to support a decision making process. In some domains-in areas like medicine especially-it is preferable not to use black box approaches. The user should be able to understand the classifier and to evaluate its results. Fuzzy rule based classifiers are especially suitable, because they consist of simple linguistically interpretable rules and do not have some of the drawbacks of symbolic or crisp rule based classifiers. Classifiers must often be created from data by a learning process, because there is not enough expert knowledge to determine their parameters completely. A simple and convenient way to learn fuzzy classifiers from data is provided by neuro-fuzzy approaches. In this paper we discuss extensions to the learning algorithms of neuro-fuzzy classification (NEFCLASS), a neuro-fuzzy approach for data analysis that we have presented before. We present interactive strategies for pruning rules and variables from a trained classifier to enhance its readability, and demonstrate our approach on a small example.
2003373522;From goals to components: a combined approach to self-management;2008.0;[];Autonomous or semi-autonomous systems are deployed in environments where contact with programmers or technicians is infrequent or undesirable. To operate reliably, such systems should be able to adapt to new circumstances on their own. This paper describes our combined approach for adaptable software architecture and task synthesis from high-level goals, which is based on a three-layer model. In the uppermost layer, reactive plans are generated from goals expressed in a temporal logic. The middle layer is responsible for plan execution and assembling a configuration of domain-specific software components, which reside in the lowest layer. Moreover, the middle layer is responsible for selecting alternative components when the current configuration is no longer viable for the circumstances that have arisen. The implementation demonstrates that the approach enables us to handle non-determinism in the environment and unexpected failures in software components.
2004320486;A support vector machine classifier with rough set-based feature selection for breast cancer diagnosis;2011.0;[];Breast cancer is becoming a leading cause of death among women in the whole world, meanwhile, it is confirmed that the early detection and accurate diagnosis of this disease can ensure a long survival of the patients. Expert systems and machine learning techniques are gaining popularity in this field because of the effective classification and high diagnostic capability. In this paper, a rough set (RS) based supporting vector machine classifier (RS_SVM) is proposed for breast cancer diagnosis. In the proposed method (RS_SVM), RS reduction algorithm is employed as a feature selection tool to remove the redundant features and further improve the diagnostic accuracy by SVM. The effectiveness of the RS_SVM is examined on Wisconsin Breast Cancer Dataset (WBCD) using classification accuracy, sensitivity, specificity, confusion matrix and receiver operating characteristic (ROC) curves. Experimental results demonstrate the proposed RS_SVM can not only achieve very high classification accuracy but also detect a combination of five informative features, which can give an important clue to the physicians for breast diagnosis.
2004455776;Identifying a better measure of relatedness for mapping science;2006.0;[];Measuring the relatedness between bibliometric units (journals, documents, authors, or words) is a central task in bibliometric analysis. Relatedness measures are used for many different tasks, among them the generating of maps, or visual pictures, showing the relationship between all items from these data. Despite the importance of these tasks, there has been little written on how to quantitatively evaluate the accuracy of relatedness measures or the resulting maps. The authors propose a new framework for assessing the performance of relatedness measures and visualization algorithms that contains four factors: accuracy, coverage, scalability, and robustness. This method was applied to 10 measures of journal–journal relatedness to determine the best measure. The 10 relatedness measures were then used as inputs to a visualization algorithm to create an additional 10 measures of journal–journal relatedness based on the distances between pairs of journals in two-dimensional space. This second step determines robustness (i.e., which measure remains best after dimension reduction). Results show that, for low coverage (under 50p), the Pearson correlation is the most accurate raw relatedness measure. However, the best overall measure, both at high coverage, and after dimension reduction, is the cosine index or a modified cosine index. Results also showed that the visualization algorithm increased local accuracy for most measures. Possible reasons for this counterintuitive finding are discussed. © 2006 Wiley Periodicals, Inc.
2004641611;Spectral and complexity analysis of scalp EEG characteristics for mild cognitive impairment and early Alzheimer's disease;2014.0;[];Amnestic mild cognitive impairment (aMCI) often is an early stage of Alzheimeru0027s disease (AD). MCI is characterized by cognitive decline departing from normal cognitive aging but that does not significantly interfere with daily activities. This study explores the potential of scalp EEG for early detection of alterations from cognitively normal status of older adults signifying MCI and AD. Resting 32-channel EEG records from 48 age-matched participants (mean age 75.7 years)-15 normal controls (NC), 16 early MCI, and 17 early stage AD-are examined. Regional spectral and complexity features are computed and used in a support vector machine model to discriminate between groups. Analyses based on three-way classifications demonstrate overall discrimination accuracies of 83.3%, 85.4%, and 79.2% for resting eyes open, counting eyes closed, and resting eyes closed protocols, respectively. These results demonstrate the great promise for scalp EEG spectral and complexity features as noninvasive biomarkers for detection of MCI and early AD.
2005060246;Data Offloading Techniques in Cellular Networks: A Survey;2015.0;[];One of the most engaging challenges for mobile operators today is how to manage the exponential data traffic increase. Mobile data offloading stands out as a promising and low-cost solution to reduce the burden on the cellular network. To make this possible, we need a new hybrid network paradigm that leverages the existence of multiple alternative communication channels. This entails significant modifications in the way data are handled, affecting also the behavior of network protocols. In this paper, we present a comprehensive survey of data offloading techniques in cellular networks and extract the main requirements needed to integrate data offloading capabilities into todayu0027s mobile networks. We classify existing strategies into two main categories, according to their requirements in terms of content delivery guarantees: delayed and nondelayed offloading. We overview the technical aspects and discuss the state of the art in each category. Finally, we describe in detail the novel functionalities needed to implement mobile data offloading in the access network, as well as current and future research challenges in the field, with an eye toward the design of hybrid architectures.
2005070934;Epidemic Strategies in Delay Tolerant Networks from an Energetic Point of View: Main Issues and Performance Evaluation;2015.0;[];"In this work we investigate Epidemic novel strategies called SNPS and EAER-SNPS applied to a DTN Network. These strategies extend the approach of the basic epidemic routing by using the node density estimation and the nodes energy levels; they adopt the forwarding scheme of the n-Epidemic routing. However, differently from n-Epidemic, it applies a dynamic forwarding scheme based on nodes density, that is able to reduce energy consumption and increase message delivery probability. A deep campaign of simulations was carried out in order to verify the effectiveness of the SNPS and EAER-SNPS. Simulation campaigns were conducted to evaluate the message delivery ratio, the average hop count, the average end-to-end delay and the average residual energy. Different mobility scenarios have been considered through the Working Day mobility model and by simulating pedestrians, buses and cars, in order to see how the performance can degrade on the basis of mobility and nodes characteristics"
2005812157;Optimal task allocation and hardware redundancy policies in distributed computing systems;2003.0;[];   A distributed computing system (DCS) in general consists of processing nodes, communication channels, and tasks. Achieving a reliable DCS thus comprises three parts: the realization of reliable task processing, reliable communication among processing nodes, and a good task allocation strategy. In this study, we examine the relationship between system cost and system reliability in a cycle-free hardware-redundant DCS where multiple processors are available at each processing node and multiple communication links are available at each communication channel. Intuitively, higher hardware redundancy leads to higher system reliability which results in the reduction of communication cost. Such an endowment of hardware redundancy, however, incurs higher hardware operating cost. A unified model of system cost is therefore developed in this study that is a complex function of task allocation and hardware redundancy policies, and a hybrid genetic algorithm (HGA) based on genetic algorithms and a local search procedure is proposed to seek the optimal task allocation and hardware redundancy policies. The proposed algorithm is tested on randomly generated DCSs and compared with a simple genetic algorithm (SGA). The simulation results show that the HGA gives higher solution quality in less computational time than the SGA.
2006319938;Relating Categorical Semantics for Intuitionistic Linear Logic;2005.0;[];There are several kinds of linear typed calculus in the literature, some with their associated notion of categorical model. Our aim in this paper is to systematise the relationship between three of these linear typed calculi and their models. We point out that mere soundness and completeness of a linear typed calculus with respect to a class of categorical models are not sufficient to identify the most appropriate class uniquely. We recommend instead to use the notion of internal language when relating a typed calculus to a class of models. After clarifying the internal languages of the categories of models in the literature we relate these models via reflections and coreflections.
2006697004;Foot-based mobile interaction with games;2004.0;[];"Interaction with mobile applications is often awkward due to the limited and miniaturized input modalities available. This is especially problematic for games where the only incentive to use an application is the pleasure derived from the interaction. It is therefore interesting to examine novel forms of interaction in order to increase the ""playability"" of mobile games.In this paper we present a simple mobile gaming application on a standard Pocket PC PDA that employs computer vision (CV) as itu0027s main interaction modality. Practical experience with the application demonstrates the feasibility of CV as a primary interaction modality and indicates the high potential of CV as an input modality for mobile devices in the future. Our approach exploits the video capabilities that are becoming ubiquitous on camera equipped smart-phones and PDAs to provide a fun solution for interaction tasks in games like ""Pong"", ""Break-out"" or soccer."
2006761437;DynaMMo: mining and summarization of coevolving sequences with missing values;2009.0;[];"Given multiple time sequences with missing values, we propose DynaMMo which summarizes, compresses, and finds latent variables. The idea is to discover hidden variables and learn their dynamics, making our algorithm able to function even when there are missing values.   We performed experiments on both real and synthetic datasets spanning several megabytes, including motion capture sequences and chlorine levels in drinking water. We show that our proposed DynaMMo method (a) can successfully learn the latent variables and their evolution; (b) can provide high compression for little loss of reconstruction accuracy; (c) can extract compact but powerful features for segmentation, interpretation, and forecasting; (d) has complexity linear on the duration of sequences."
2006838288;Optimal allocation of redundancies in series systems;2012.0;[];It is of great interest for the problem of how to allocate redundancies in a system so as to optimize the system performance in reliability engineering and system security. In this paper, we consider the problems of optimal allocation of both active and standby redundancies in series systems in the sense of various stochastic orderings. For the case of allocating one redundancy to a series system with two exponential components, we establish two likelihood ratio order results for active redundancy case and standby redundancy case, respectively. We also discuss the case of allocating K active redundancies to a series system and establish some new results. The results developed here strengthen and generalize some of the existing results in the literature. Specifically, we give an answer to an open problem mentioned in Hu and Wang [T. Hu, Y. Wang, Optimal allocation of active redundancies in r-out-of-n systems, Journal of Statistical Planning and Inference 139 (2009) 3733–3737]. Numerical examples are provided to illustrate the theoretic results established here.
2006977321;Traffic management strategy for delay-tolerant networks;2012.0;[];Messages in delay-tolerant networks (DTNs) are generally classified by relative priority into low, medium, and high priority classes, thus creating challenges in structuring scheduling and drop policies of a traffic management system. This study proposes a novel traffic management strategy for DTNs. The proposed scheme improves message deliveries of different priority classes by utilizing message properties such as estimated total number of replicas, elapsed time, and remaining time-to-live. A delete mechanism of delivered messages is also incorporated to use buffer space efficiently. The performance of the proposed strategy is verified via implementation of a simulation model along with existing scheduling and drop policies and is tested with two well-known real-world trace datasets. The results demonstrate that the proposed strategy yields improved message deliveries of high priority as well as medium and low priority classes.
2007196136;A FTA-Based Method for Risk Decision Making in Emergency Response;2011.0;[];Emergency decision making problem is a crucial issue of emergency management and is a valuable academic research topic. Although some research has been conducted, there has been no attempt to solve emergency decision making problems on the basis of analyzing the influence of alternatives on the development and evolvement of emergency. In this paper, a novel FTA-based method is proposed for risk decision making in emergency response. In the method, firstly, a fault tree of the undesirable state of emergency is constructed, by which the influence of alternatives on the emergency can be analyzed. On this basis, the probabilities that the undesirable state will occur given that different alternatives are chosen are estimated. Then, according to the determined probabilities, the overall ranking values of alternatives are calculated based on multiple criteria risk decision making (MCRDM). Furthermore, a ranking of alternatives is determined according to the overall ranking values. Finally, a practical example is used to illustrate the feasibility and validity of the proposed method. The proposed method overcomes the limitations of existing methods that the influence of alternatives on emergency is not considered, and enriches the theories and methods for emergency decision making.
2007521282;Positive solutions of an infinite boundary value problem for nth-order nonlinear impulsive singular integro-differential equations in Banach spaces;2012.0;[];   In this paper, the cone theory and Monch fixed point theorem combined with a monotone iterative technique are used to investigate the positive solutions of a class of boundary problems for  n th-order nonlinear impulsive singular integro-differential equations of mixed type on an infinite interval in Banach spaces. The conditions for the existence of a positive solution are established. In addition, an explicit iterative approximation of the solution for the boundary value problem is derived.
2007681157;Wheel and star-critical Ramsey numbers for quadrilateral;2015.0;[];The star-critical Ramsey number r ? ( H 1 , H 2 ) is the smallest integer k such that every red/blue coloring of the edges of K n - K 1 , n - k - 1 contains either a red copy of H 1 or a blue copy of H 2 , where n is the graph Ramsey number R ( H 1 , H 2 ) . We study the cases of r ? ( C 4 , C n ) and R ( C 4 , W n ) . In particular, we prove that r ? ( C 4 , C n ) = 5 for all n ? 4 , obtain a general characterization of Ramsey-critical ( C 4 , C n ) -graphs, and establish the exact values of R ( C 4 , W n ) for 9 cases of n between 18 and 44 .
